placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,sunday,monday,tuesday,wednesday,thursday,friday,saturday,currentStatus,imgUrl,isClaimed,latitude,longitude,query,timestamp
"https://www.google.com/maps/place/NLB+Banka+%D0%90%D0%A2%D0%9C/@42.2035368,22.3347618,17z/data=!3m1!4b1!4m6!3m5!1s0x135575d5e9d434b1:0x3d94cbb49d2a6b96!8m2!3d42.2035368!4d22.3347618!16s%2Fg%2F11gf5_bk2r",NLB Banka АТМ,1.0,,ATM,,"Marsal Tito 172, Kriva Palanka 1330, North Macedonia","683M+CW Kriva Palanka, North Macedonia",http://nlb.mk/,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,,true,42.20356249999999,22.334812500000012,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:59:05.955Z
https://www.google.com/maps/place/NLB+Tutunska+Banka/data=!4m7!3m6!1s0x13543dca510c6885:0xc1265f934df2ffd7!8m2!3d41.939409!4d21.5163376!16s%2Fg%2F11c6sm68s3!19sChIJhWgMUco9VBMR1__yTZNfJsE,NLB Tutunska Banka,4.0,,Bank,,"Ivan Hadzinikolov 75b, Drachevo 1000, North Macedonia","WGQ8+QG Drachevo, North Macedonia",http://www.nlb.mk/,+389 2 278 5111,Closed,9a.m.–5p.m.,9a.m.–5p.m.,9a.m.–5p.m.,9a.m.–5p.m.,9a.m.–5p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipOr1GYXv2oyY0ACeYSJofM0j7eHPE13IyeKPFwK=w493-h240-k-no,true,41.93943750000001,21.516312499999984,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:59:11.154Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x1354159cf3441777:0x41ce35e80d8c62e6!8m2!3d42.0014353!4d21.460814!16s%2Fg%2F1tfvw3sc!19sChIJdxdE85wVVBMR5mKMDeg1zkE,NLB Banka,3.4,,Bank,,"Jani Lukrovski Nr. 2, Skopje, North Macedonia","2F26+H8 Skopje, North Macedonia",http://www.nlb.mk/,+389 2 310 3452,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipPIE13J37tZIedjK2X1Uir04QTV6FZqex6fvjFH=w408-h544-k-no,true,42.001437499999994,21.46081249999999,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:59:15.470Z
https://www.google.com/maps/place/NLB+Bank%D0%B0/data=!4m7!3m6!1s0x135415b6b12d351d:0xde4f6d088c22a661!8m2!3d41.9953548!4d21.4346682!16s%2Fg%2F11c0xz0jgz!19sChIJHTUtsbYVVBMRYaYijAhtT94,NLB Bankа,2.5,,Bank,,"Ekspozitura GTC, Кеј 13-ти Ноември 3, Skopje 1000, North Macedonia","XCWM+4V Skopje, North Macedonia",http://www.nlb.mk/,+389 2 329 7585,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipM2X4J_Gf_9G2LtGGkBiCnfCfIAYmD8ULK9lQSd=w426-h240-k-no,true,41.99531249999997,21.43468750000001,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:59:19.456Z
"https://www.google.com/maps/place/NLB+Banka+ATM/@41.7064854,22.8567513,17z/data=!3m1!4b1!4m6!3m5!1s0x14aa124b631392b1:0x6bac3fac839deb4f!8m2!3d41.7064854!4d22.8567513!16s%2Fg%2F11gf5_k05f",NLB Banka ATM,3.0,,ATM,,"Marshal Tito 5, Berovo 2330, North Macedonia","PV44+HP Berovo, North Macedonia",http://nlb.mk/,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,,true,41.70643749999998,22.856812499999975,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:59:26.106Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x135415929fe98533:0x4a8b52e4c952083b!8m2!3d41.9867902!4d21.4632688!16s%2Fg%2F1tftncfh!19sChIJM4Xpn5IVVBMROwhSyeRSi0o,NLB Banka,2.9,,Bank,,"Boulevard Jane Sandanski 26/9, Skopje 1000, North Macedonia","XFP7+P8 Skopje, North Macedonia",http://www.nlb.mk/,+389 2 240 3627,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipN29ZNW5eRmNmYSEaBWmsKqMxDvYOSmsB7db_ih=w408-h544-k-no,true,41.98681249999997,21.463312499999986,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:59:30.316Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x13541438dc31af4f:0xb733198d0a81c83a!8m2!3d41.993572!4d21.411074!16s%2Fg%2F11dxl7xvb3!19sChIJT68x3DgUVBMROsiBCo0ZM7c,NLB Banka,1.8,,Bank,,"Franklin Ruzvelt Nr. 1, Skopje 1000, North Macedonia","XCV6+CC Skopje, North Macedonia",http://www.nlb.mk/,+389 2 308 9090,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipN0CYD1XOHbQ9-TGlZ2qr2SYkGqo9qIT23FztwJ=w408-h306-k-no,true,41.99356249999998,21.4110625,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:59:35.701Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x135415541c46cadf:0xb31a3567cf6ce767!8m2!3d42.0303142!4d21.4446784!16s%2Fg%2F11fb0_6_mt!19sChIJ38pGHFQVVBMRZ-dsz2c1GrM,NLB Banka,5.0,,Bank,,"Butelska bb, Skopje 1000, North Macedonia","2CJV+4V Skopje, North Macedonia",http://nlb.mk/,+389 2 510 1862,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipOgOlFrxDTGRcC-hXP6J5DtvhZ-e58JkNzRKuE4=w408-h725-k-no,true,42.030312499999994,21.4446875,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:59:39.955Z
https://www.google.com/maps/place/NLB+Banka-ATM/data=!4m7!3m6!1s0x14a9fe118a91f08d:0x647bd3e9c53bfc3d!8m2!3d41.437169!4d22.6376754!16s%2Fg%2F11bwqfy95g!19sChIJjfCRihH-qRQRPfw7xenTe2Q,NLB Banka-ATM,4.3,,ATM,,"Marshal Tito 47, Strumica, North Macedonia","CJPQ+V3 Strumica, North Macedonia",http://www.nlb.mk/,+389 34 334 475,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n-cwmefAC_mfJeGlUeA_pg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=59.297485&pitch=0&thumbfov=100,false,41.43718750000001,22.637687499999984,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:59:44.284Z
https://www.google.com/maps/place/NLB+Bank/data=!4m7!3m6!1s0x1354146ea8848021:0xd6810b6ad63a4076!8m2!3d42.003618!4d21.3971534!16s%2Fg%2F1vnn3llk!19sChIJIYCEqG4UVBMRdkA61moLgdY,NLB Bank,3.0,,Bank,,"TC Leptokarija, Blvd. Partizanski Odredi, Skopje 1000, North Macedonia","293W+CV Skopje, North Macedonia",http://www.nlb.mk/,+389 2 306 9770,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipO8-Os9UjbTCnsFG-XMUuLrfmMC7Oe1koLudKiF=w426-h240-k-no,true,42.0035625,21.397187499999987,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:59:49.092Z
https://www.google.com/maps/place/NLB+Banka+%D0%90%D0%A2%D0%9C/data=!4m7!3m6!1s0x13541504e3781407:0xfb0f1685f8256111!8m2!3d42.0199746!4d21.434836!16s%2Fg%2F11f3jtg7hk!19sChIJBxR44wQVVBMREWEl-IUWD_s,NLB Banka АТМ,2.7,,ATM,,"Лазар Трповски, Skopje 1000, North Macedonia","2C9M+XW Skopje, North Macedonia",http://nlb.mk/,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YFxlqr6i_Agqs1Pzwqtq8Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=33.132965&pitch=0&thumbfov=100,true,42.01993750000001,21.434812500000007,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:59:53.153Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x1354144ce7051e61:0xed03704a417cf58e!8m2!3d41.9994922!4d21.4259741!16s%2Fg%2F11c6qp2gwd!19sChIJYR4F50wUVBMRjvV8QUpwA-0,NLB Banka,1.0,,Bank,,"Blvd. Saint Clement of Ohrid 30, Skopje 1000, North Macedonia","XCXG+Q9 Skopje, North Macedonia",http://www.nlb.mk/,+389 2 511 2670,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipOcn0__EOjuT_ysjX_Au5AQmpQPRWgJqhLNry-r=w408-h544-k-no,true,41.99943750000001,21.425937500000018,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:59:57.880Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x135415cf5998d055:0xdcfbf49bcdf126d3!8m2!3d41.9847437!4d21.4390947!16s%2Fg%2F11c1pgksgp!19sChIJVdCYWc8VVBMR0ybxzZv0-9w,NLB Banka,3.4,,Bank,,"MK, Сава Ковачевиќ 1, Skopje 1000, North Macedonia","XCMQ+VJ Skopje, North Macedonia",http://www.nlb.mk/,+389 2 278 6760,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipMwgqEhXcHYaD7KGgwLySts_v3B1rHK4IrQze7S=w408-h306-k-no,true,41.98468749999999,21.43906249999999,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:00:02.853Z
https://www.google.com/maps/place/NLB+Banka+%D0%90%D0%A2%D0%9C/data=!4m7!3m6!1s0x13544e3174c7a949:0x2ccf69e13cb24985!8m2!3d42.1306151!4d21.7211651!16s%2Fg%2F11hbc1ck08!19sChIJSanHdDFOVBMRhUmyPOFpzyw,NLB Banka АТМ,,,ATM,,"III-ta Makedonska Udarna Brigada 43, Kumanovo 1300, North Macedonia","4PJC+6F Kumanovo, North Macedonia",http://nlb.mk/,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LrZ8M_-yyDEoh96gXTTJCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=47.42734&pitch=0&thumbfov=100,true,42.13056249999998,21.7211875,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:00:06.879Z
https://www.google.com/maps/place/Nlb+banka+-+Skopje+East+Gate/data=!4m7!3m6!1s0x135415be4b82c2ef:0xc8598e5530c556bf!8m2!3d41.9977705!4d21.4522993!16s%2Fg%2F11rhmmcs2m!19sChIJ78KCS74VVBMRv1bFMFWOWcg,Nlb banka - Skopje East Gate,5.0,,Bank,,"Belasitsa 2, Skopje 1000, Skopie 1000, Skopie 1000, Skopie 1000, North Macedonia","XFX2+4W Skopje, North Macedonia",,,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,Open now,https://lh5.googleusercontent.com/p/AF1QipNvtih9eQhb4QXBSRUqjP2eeszn_SYd9XXyZ3qZ=w408-h306-k-no,false,41.997812499999995,21.45231249999999,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:00:10.643Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x135415137b44dccd:0x3b7965a64e9c750c!8m2!3d42.0210376!4d21.4494642!16s%2Fg%2F11dzdsgdpl!19sChIJzdxEexMVVBMRDHWcTqZleTs,NLB Banka,1.5,,Bank,,"Hristijan Todorovski Karposh 80, Skopje 1000, North Macedonia","2CCX+CQ Skopje, North Macedonia",http://www.nlb.mk/,+389 2 260 1666,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E2gflgywfFO7HfKIZNlCSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=206.96802&pitch=0&thumbfov=100,true,42.02106250000001,21.44943750000003,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:00:15.722Z
https://www.google.com/maps/place/NLB+Banka+%D0%90%D0%A2%D0%9C/data=!4m7!3m6!1s0x13541438ddd533b5:0xc831187793e78f2b!8m2!3d41.9935821!4d21.411008!16s%2Fg%2F11f3jt2mm_!19sChIJtTPV3TgUVBMRK4_nk3cYMcg,NLB Banka АТМ,,,ATM,,"Ruzveltova 1, NLB TB, Ekspozitura Kapistec, Skopje 1000, North Macedonia","XCV6+CC Skopje, North Macedonia",http://nlb.mk/,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FYROTq8gyGiDJxZSgCUEaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.172905&pitch=0&thumbfov=100,true,41.99356249999998,21.4110625,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:00:20.363Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x135438ce9145d313:0xf991be98d3b697bc!8m2!3d41.994588!4d21.5777561!16s%2Fg%2F11b77gnb5n!19sChIJE9NFkc44VBMRvJe205i-kfk,NLB Banka,2.0,,Bank,,"Ul. 9 Nr. 115 a, Ilinden, Goce Delchev, North Macedonia","XHVH+R4 Goce Delchev, North Macedonia",http://nlb.mk/,+389 2 511 8245,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipOaB8k-C56YPi7HlhGVsUvZiO6R3zFrTsDQyGmx=w429-h240-k-no,true,41.99456249999999,21.577812500000007,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:00:24.504Z
https://www.google.com/maps/place/NLB+Banka+ATM/data=!4m7!3m6!1s0x1354144f3704cc1f:0xbf49ae72ad5c0fb5!8m2!3d41.9996076!4d21.4173867!16s%2Fg%2F11hbc0dy9j!19sChIJH8wEN08UVBMRtQ9crXKuSb8,NLB Banka ATM,,,ATM,,"Partizanska br. 43-b, Blvd. Partizanski Odredi 43, Skopje 1000, North Macedonia","XCX8+RX Skopje, North Macedonia",http://nlb.mk/,+389 2 510 0555,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=etoYlIR6bqi-YyFEIHhkfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=233.1042&pitch=0&thumbfov=100,true,41.99956250000001,21.41743749999999,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:00:28.809Z
https://www.google.com/maps/place/NLB+Bank/data=!4m7!3m6!1s0x1354138d7f61edc7:0x9d10fe6c2783bf6d!8m2!3d42.0063439!4d21.3682285!16s%2Fg%2F113dvzb50!19sChIJx-1hf40TVBMRbb-DJ2z-EJ0,NLB Bank,3.3,,Bank,,"MK, Isaija Mazovski 42, Skopje 1060, North Macedonia","2949+G7 Skopje, North Macedonia",http://nlb.mk/,+389 2 203 4902,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipNzdCsdJWjkS-yUnCaWj35bM7b5yjABuOcM70mO=w408-h306-k-no,true,42.00631249999999,21.36818750000002,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:00:32.856Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x13543e1fd833a481:0x3d21e0a8dc7d32a9!8m2!3d41.9815628!4d21.4722499!16s%2Fg%2F11c6rhcq3l!19sChIJgaQz2B8-VBMRqTJ93KjgIT0,NLB Banka,2.4,,Bank,,"Vidoe Smilevski Bato 6, Skopje 1000, North Macedonia","XFJC+JV Skopje, North Macedonia",http://www.nlb.mk/,+389 2 244 5991,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipPkNfjuxdyPV_p7wDY0qvlbBIDDyF-RntGMX7Nv=w408-h305-k-no,true,41.98156249999998,21.472187500000004,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:00:37.203Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x1354144c0e72ac17:0xceff0bbd74f25fdf!8m2!3d41.9986903!4d21.4219786!16s%2Fg%2F11dxkdm1yy!19sChIJF6xyDkwUVBMR31_ydL0L_84,NLB Banka,4.0,,ATM,,"Blvd. Partizanski Odredi 25, Skopje 1000, North Macedonia","XCXC+FQ Skopje, North Macedonia",,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KuxRS4su_kw4cs_FaTUE0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=230.77481&pitch=0&thumbfov=100,true,41.9986875,21.421937500000027,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:00:42.499Z
"https://www.google.com/maps/place/NLB+Banka+%D0%90%D0%A2%D0%9C/@41.9947207,21.5739146,17z/data=!3m1!4b1!4m6!3m5!1s0x135438cc544ef7d3:0x6889e8b2d5a17076!8m2!3d41.9947426!4d21.5739178!16s%2Fg%2F11hbc1ctfg",NLB Banka АТМ,,,ATM,,"Boulevard Ilinden, Skopje 1000, North Macedonia","XHVF+VH Skopje, North Macedonia",http://nlb.mk/,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,,true,41.99468749999998,21.573937500000014,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:00:49.126Z
https://www.google.com/maps/place/NLB+Bank/data=!4m7!3m6!1s0x135415c968842b23:0x4407a213db991967!8m2!3d41.9875236!4d21.4520341!16s%2Fg%2F11rpzj26qc!19sChIJIyuEaMkVVBMRZxmZ2xOiB0Q,NLB Bank,,,Bank,,"Metodija Shatorov-Sharlo 2, Skopje 1000, North Macedonia","XFQ2+2R Skopje, North Macedonia",,,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipMsFEU_8VeLJ4Q5YnZtlH6mLKQNeBJOJWtSoyP9=w426-h240-k-no,false,41.98756249999998,21.452062499999997,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:00:53.359Z
https://www.google.com/maps/place/NLB+Banka+%D0%90%D0%A2%D0%9C/data=!4m7!3m6!1s0x14a9fe1311ca4a83:0x3a9e28eb0f62cc3a!8m2!3d41.438205!4d22.6415499!16s%2Fg%2F11f3jtl6k0!19sChIJg0rKERP-qRQROsxiD-sonjo,NLB Banka АТМ,,,ATM,,"Bul. Marsal Tito b.b., Tineks Strumica, Marshal Tito Blvd, Strumica 2400, North Macedonia","CJQR+7J Strumica, North Macedonia",http://nlb.mk/,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a6SATRZl4wNSJPG859Wg2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=52.17302&pitch=0&thumbfov=100,true,41.43818750000001,22.641562499999978,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:00:57.269Z
https://www.google.com/maps/place/NLB+Banka+ATM+Leptokarija/data=!4m7!3m6!1s0x1354157d28258ae3:0xe9b4193e0941ef05!8m2!3d42.003595!4d21.3970592!16s%2Fg%2F11fhyncwlg!19sChIJ44olKH0VVBMRBe9BCT4ZtOk,NLB Banka ATM Leptokarija,1.0,,ATM,,"Blvd. Partizanski Odredi 25, Skopje 1000, North Macedonia","293W+CR Skopje, North Macedonia",,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OBpa039GPsW41E2H5sm4Kg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.1704&pitch=0&thumbfov=100,true,42.0035625,21.39706249999999,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:01:01.028Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x13541232d6824309:0x46802e2ae9ed763!8m2!3d42.00378!4d21.331818!16s%2Fg%2F11f3j7tt5l!19sChIJCUOC1jISVBMRY9eeruICaAQ,NLB Banka,1.0,,Bank,,"ul. Saraj bb, Skopje 1000, North Macedonia","283J+GP Skopje, North Macedonia",http://nlb.mk/,+389 2 511 8470,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipMPEHUSskSp8QTVuzHoqFtQClA15mF-6qFKohuT=w412-h240-k-no,true,42.003812499999995,21.331812499999998,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:01:05.863Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x135415b58f18685d:0x4bc43a70efe1ca2e!8m2!3d41.9918643!4d21.4316361!16s%2Fg%2F11cls751pq!19sChIJXWgYj7UVVBMRLsrh73A6xEs,NLB Banka,3.8,,Bank,,"Disabled War Veteran's House, Vasil Glavinov 28, Skopje 1000, North Macedonia","XCRJ+PM Skopje, North Macedonia",http://www.nlb.mk/,+389 2 310 7630,Closed,8a.m.–5p.m.,8a.m.–5p.m.,8a.m.–5p.m.,8a.m.–5p.m.,8a.m.–5p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipMGUux5xQoLMbmNXNb9s7WM3r6RDnli44ekXF1T=w426-h240-k-no,true,41.991812499999966,21.431687499999995,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:01:09.926Z
https://www.google.com/maps/place/ATM+%22NLB%22+Tutunska+Banka/data=!4m7!3m6!1s0x135665a5f3b44b4d:0xff2ff5e6f23b859!8m2!3d41.4336122!4d22.0124185!16s%2Fg%2F11g8qgh1w2!19sChIJTUu086VlVhMRWbgjb17_8g8,"ATM ""NLB"" Tutunska Banka",4.5,,ATM,,"C2M6+CXV, Kavadarci, North Macedonia",,,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,https://lh5.googleusercontent.com/p/AF1QipOkJsRZ-OUqS1Uq1bQ4QCWMphYIQfg1xjdcxRar=w408-h834-k-no,false,,,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:01:12.562Z
https://www.google.com/maps/place/NLB+Banka+%D0%90%D0%A2%D0%9C/data=!4m7!3m6!1s0x13542a2c905486c1:0x9057069d74b8f46f!8m2!3d41.7148727!4d21.7678939!16s%2Fg%2F11gf5_0fw2!19sChIJwYZUkCwqVBMRb_S4dJ0GV5A,NLB Banka АТМ,1.0,,ATM,,"Blagoj Gjorev 88, Veles 1400, North Macedonia","PQ79+W5 Veles, North Macedonia",http://nlb.mk/,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BJlKHmE3BPgZDmnNcefedw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=324.73978&pitch=0&thumbfov=100,true,41.71481249999998,21.767937500000002,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:01:17.338Z
https://www.google.com/maps/place/NLB+Banka+%D0%90%D0%A2%D0%9C/data=!4m7!3m6!1s0x135415b03b32113b:0xdf3ed26e6c60e711!8m2!3d41.9994459!4d21.4374176!16s%2Fg%2F11hbc1dk1m!19sChIJOxEyO7AVVBMREedgbG7SPt8,NLB Banka АТМ,1.0,,ATM,,"Bitpazarska br. 58 NLB TB, Ekspozitura Stara Carsija, Skopje 1000, North Macedonia","XCXP+QX Skopje, North Macedonia",http://nlb.mk/,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z-81NMyPqf1wc2-Abd3RQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.966316&pitch=0&thumbfov=100,true,41.99943750000001,21.4374375,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T14:01:21.911Z
